,DATE,FIRE_YEAR,DISCOVERY_DOY,FIRE_SIZE,FIRE_SIZE_CLASS,LATITUDE,LONGITUDE,STATE
5273,2005-04-15,2005,105,0.25,A,40.71531061,-73.52059385,NY
5274,2005-04-15,2005,105,1.0,B,33.42888999,-80.51027999,SC
5275,2005-04-15,2005,105,0.5,B,33.42833002,-81.07806,SC
5276,2005-04-16,2005,106,0.1,A,44.53343999,-69.74008,ME
5277,2005-04-16,2005,106,3.45,B,40.83788297,-73.26103203,NY
5278,2005-04-16,2005,106,1.0,B,47.9464,-98.8464,ND
5279,2005-04-16,2005,106,0.2,A,42.25580355,-74.20261495,NY
5280,2005-04-16,2005,106,1557.0,F,44.21556614,-84.63113989,MI
5281,2005-04-16,2005,106,1.5,B,47.66828802,-95.531311,MN
5282,2005-04-17,2005,107,2.0,B,38.02773317,-81.67956665,WV
5283,2005-04-17,2005,107,2.01,B,42.32711925,-78.68541298,NY
5284,2005-04-17,2005,107,1.11,B,32.10152351,-81.16037631,GA
5285,2005-04-17,2005,107,0.25,A,42.87996817,-74.965087,NY
5286,2005-04-17,2005,107,2.01,B,42.38578213,-78.21867985,NY
5287,2005-04-17,2005,107,0.25,A,44.01339926,-76.01879634,NY
5288,2005-04-17,2005,107,5.0,B,30.4969,-89.3639,MS
5289,2005-04-17,2005,107,1.54,B,42.4958839,-73.74837463,NY
5290,2005-04-17,2005,107,1.06,B,43.03354862,-75.73169117,NY
5291,2005-04-18,2005,108,0.38,B,44.34023207,-75.47048251,NY
5292,2005-04-18,2005,108,3.0,B,48.07665076,-92.97490767,MN
5293,2005-04-18,2005,108,0.25,A,39.42774997,-75.00401001,NJ
5294,2005-04-19,2005,109,0.4,B,32.049607,-84.74665267,GA
5295,2005-04-19,2005,109,2.5,B,40.92417002,-77.62027999,PA
5296,2005-04-19,2005,109,2.0,B,34.85778001,-82.85166998,SC
5297,2005-04-19,2005,109,1.0,B,47.8422,-95.0386,MN
5298,2005-04-20,2005,110,5.0,B,40.86521353,-72.98404829,NY
5299,2005-04-20,2005,110,1.0,B,34.83782,-79.37266,NC
5300,2005-04-20,2005,110,5.0,B,38.64453001,-82.92578002,KY
5301,2005-04-20,2005,110,1.97,B,41.33205347,-73.80962231,NY
5302,2005-04-21,2005,111,1.0,B,42.398,-123.44266,OR
5303,2005-04-22,2005,112,2.38,B,41.9498443,-74.03704558,NY
5304,2005-04-22,2005,112,0.1,A,35.134217,-119.457414,CA
5305,2005-04-25,2005,115,1.2,B,48.76666667,-114.87833333,MT
5306,2005-04-26,2005,116,0.1,A,38.58888999,-76.62832999,MD
5307,2005-04-26,2005,116,4.0,B,35.30726002,-92.58650997,AR
5308,2005-04-30,2005,120,0.1,A,60.53332998,-150.61670002,AK
5309,2005-05-02,2005,122,0.1,A,36.52171,-76.71468,NC
5310,2005-05-03,2005,123,2.0,B,45.00076591,-83.60683868,MI
5311,2005-05-03,2005,123,0.15,A,46.51949997,-111.98130001,MT
5312,2005-05-03,2005,123,2.0,B,34.722885,-87.661469,AL
5313,2005-05-05,2005,125,0.1,A,41.8006523,-73.1212214,CT
5314,2005-05-06,2005,126,0.4,B,45.09331383,-90.39549839,WI
5315,2005-05-07,2005,127,4.17,B,32.40987031,-84.2642393,GA
5316,2005-05-07,2005,127,1.0,B,47.51852499,-92.86021477,MN
5317,2005-05-08,2005,128,3.0,B,40.26605999,-79.31556001,PA
5318,2005-05-08,2005,128,0.5,B,43.12226389,-76.31610369,NY
5319,2005-05-10,2005,130,1.7,B,42.10735332,-79.03908028,NY
5320,2005-05-11,2005,131,1.0,B,32.05079628,-92.18647431,LA
5321,2005-05-11,2005,131,1.0,B,43.94278821,-75.38309839,NY
5322,2005-05-12,2005,132,8.0,B,41.93870997,-75.96052001,PA
5323,2005-05-12,2005,132,0.1,A,42.20475909,-75.3819769,NY
5324,2005-05-13,2005,133,0.1,A,40.59487323,-73.93311126,NY
5325,2005-05-16,2005,136,0.5,B,33.1112,-111.8849,AZ
5326,2005-05-18,2005,138,0.5,B,39.17005664,-79.68658721,WV
5327,2005-05-19,2005,139,2.0,B,36.1539,-115.4186,NV
5328,2005-05-21,2005,141,0.1,A,35.302136,-118.273414,CA
5329,2005-05-21,2005,141,0.1,A,40.69292404,-73.45776101,NY
5330,2005-05-22,2005,142,3500.0,F,33.18004823,-110.89355986,AZ
5331,2005-05-22,2005,142,0.25,A,30.47158623,-92.98715574,LA
5332,2005-05-24,2005,144,1.0,B,40.04607032,-107.93923603,CO
5333,2005-05-25,2005,145,2.0,B,36.26,-88.9883333,TN
5334,2005-05-26,2005,146,1.0,B,32.83780949,-111.7773503,AZ
5335,2005-05-27,2005,147,97.0,C,63.0333,-154.3667,AK
5336,2005-05-27,2005,147,1.0,B,33.50388002,-95.28042999,TX
5337,2005-05-28,2005,148,0.5,B,41.24194444,-122.18333333,CA
5338,2005-05-29,2005,149,11936.0,G,33.61333333,-108.55888889,NM
5339,2005-05-29,2005,149,0.5,B,37.34396091,-113.69089707,UT
5340,2005-06-01,2005,152,0.1,A,41.774572,-124.247394,CA
5341,2005-06-04,2005,155,0.5,B,33.3517,-110.4511,AZ
5342,2005-06-07,2005,158,0.1,A,19.7200165,-155.0940247,HI
5343,2005-06-07,2005,158,0.1,A,43.46185305,-76.51425594,NY
5344,2005-06-08,2005,159,8.0,B,34.53194444,-118.64305556,CA
5345,2005-06-10,2005,161,10.0,C,36.53848,-76.85371,NC
5346,2005-06-12,2005,163,0.5,B,37.49888888,-120.69388888,CA
5347,2005-06-15,2005,166,0.1,A,42.19777778,-105.42944444,WY
5348,2005-06-16,2005,167,1.25,B,32.29478327,-82.95008254,GA
5349,2005-06-16,2005,167,1.0,B,32.70014882,-93.05156007,LA
5350,2005-06-21,2005,172,0.25,A,33.11792002,-110.96325598,AZ
5351,2005-06-21,2005,172,4.2,B,36.1661,-109.1784,AZ
5352,2005-06-22,2005,173,4.0,B,39.08,-121.31305555,CA
5353,2005-06-22,2005,173,1.4,B,41.6720418,-73.0528853,CT
5354,2005-06-23,2005,174,0.1,A,46.79555244,-92.32528322,MN
5355,2005-06-23,2005,174,300.0,E,21.580356600000002,-158.1834106,HI
5356,2005-06-23,2005,174,0.1,A,36.08178,-106.07670001,NM
5357,2005-06-24,2005,175,0.1,A,37.09122,-120.73499,CA
5358,2005-06-26,2005,177,4.0,B,33.68265,-93.39943001,AR
5359,2005-06-27,2005,178,0.1,A,42.92450095,-78.80838929,NY
5360,2005-06-29,2005,180,5.0,B,32.705,-89.7419,MS
5361,2005-06-30,2005,181,25.0,C,29.55923,-94.37530999,TX
5362,2005-06-30,2005,181,0.1,A,38.59053101,-80.8871839,WV
5363,2005-07-01,2005,182,0.1,A,45.33777778,-106.11777778,MT
5364,2005-07-03,2005,184,0.25,A,35.31194444,-112.24111111,AZ
5365,2005-07-03,2005,184,18.0,C,43.42219,-115.93352,ID
5366,2005-07-04,2005,185,0.1,A,48.1328,-118.9764,WA
5367,2005-07-04,2005,185,3.0,B,39.1583,-108.3336,CO
5368,2005-07-04,2005,185,0.01,A,44.51599388,-89.27164628,WI
5369,2005-07-04,2005,185,0.3,B,37.2067,-108.7272,CO
5370,2005-07-04,2005,185,0.25,A,32.98600001,-103.26529998,NM
5371,2005-07-05,2005,186,0.1,A,39.7536,-109.5417,UT
5372,2005-07-06,2005,187,2.0,B,36.90556001,-105.27999999,NM
5373,2005-07-08,2005,189,0.1,A,44.4503,-103.82329999,SD
5374,2005-07-09,2005,190,0.1,A,41.6225,-87.2311,IN
5375,2005-07-10,2005,191,1.5,B,34.8244,-115.0958,CA
5376,2005-07-10,2005,191,1.5,B,33.72055556,-105.71388889,NM
5377,2005-07-10,2005,191,0.1,A,40.71870819,-73.21511172,NY
5378,2005-07-10,2005,191,0.1,A,44.70900358,-84.59206432,MI
5379,2005-07-11,2005,192,0.5,B,34.8303,-115.0533,CA
5380,2005-07-11,2005,192,1.0,B,38.165,-122.27305555,CA
5381,2005-07-12,2005,193,0.1,A,21.4790344,-158.2235107,HI
5382,2005-07-13,2005,194,0.1,A,38.91045496,-107.93646715,CO
5383,2005-07-13,2005,194,0.6,B,39.17304898,-108.10923436,CO
5384,2005-07-15,2005,196,0.25,A,38.86694444,-106.10111111,CO
5385,2005-07-15,2005,196,0.1,A,36.3536,-110.4649,AZ
5386,2005-07-15,2005,196,10.0,C,33.27805555,-116.93694444,CA
5387,2005-07-15,2005,196,0.01,A,33.50709531,-83.96653783,GA
5388,2005-07-16,2005,197,6.0,B,42.9447,-108.7432,WY
5389,2005-07-17,2005,198,0.5,B,33.19972222,-108.10722222,NM
5390,2005-07-17,2005,198,0.1,A,35.8775,-106.6625,NM
5391,2005-07-18,2005,199,0.5,B,37.20962,-121.00318,CA
5392,2005-07-19,2005,200,0.2,A,35.77666667,-106.53888889,NM
5393,2005-07-19,2005,200,1.9,B,39.5858,-107.6275,CO
5394,2005-07-20,2005,201,0.1,A,36.3333,-113.2667,AZ
5395,2005-07-21,2005,202,12.0,C,43.21361111,-109.72472222,WY
5396,2005-07-21,2005,202,0.1,A,36.42388888,-119.80805555,CA
5397,2005-07-22,2005,203,0.1,A,40.9175,-105.71944444,CO
5398,2005-07-22,2005,203,0.1,A,35.2575,-111.69111111,AZ
5399,2005-07-24,2005,205,0.25,A,35.91111111,-112.0925,AZ
5400,2005-07-24,2005,205,0.1,A,32.52447,-108.45539998,NM
5401,2005-07-24,2005,205,0.1,A,43.0836728,-79.06034333,NY
5402,2005-07-25,2005,206,11.0,C,36.41827,-78.19135,NC
5403,2005-07-27,2005,208,870.0,E,35.84,-118.74305555,CA
5404,2005-07-28,2005,209,75.0,C,44.32279998,-103.1724,SD
5405,2005-07-29,2005,210,0.1,A,39.84799389,-105.09351635,CO
5406,2005-07-30,2005,211,0.01,A,42.522,-123.42083,OR
5407,2005-07-30,2005,211,0.25,A,45.18833333,-116.85138889,OR
5408,2005-07-30,2005,211,0.1,A,45.29389997,-97.51619999,SD
5409,2005-07-31,2005,212,0.1,A,38.2328,-113.7403,UT
5410,2005-07-31,2005,212,0.1,A,39.808,-108.799,CO
5411,2005-07-31,2005,212,0.3,B,28.50611001,-80.78749999,FL
5412,2005-07-31,2005,212,2.0,B,34.01194444,-117.41,CA
5413,2005-08-01,2005,213,2.0,B,33.34417,-94.45556001,TX
5414,2005-08-01,2005,213,0.1,A,44.33722222,-119.81888889,OR
5415,2005-08-01,2005,213,0.2,A,44.18833333,-120.19611111,OR
5416,2005-08-02,2005,214,0.5,B,37.08805556,-101.63694444,KS
5417,2005-08-03,2005,215,0.1,A,33.57694444,-108.43305556,NM
5418,2005-08-03,2005,215,0.1,A,38.48166667,-111.94333333,UT
5419,2005-08-03,2005,215,0.5,B,39.797289,-121.626861,CA
5420,2005-08-04,2005,216,0.1,A,45.12967,-67.15214,ME
5421,2005-08-05,2005,217,0.1,A,47.10472222,-94.55111111,MN
5422,2005-08-05,2005,217,1.5,B,46.56429999,-112.44239998,MT
5423,2005-08-05,2005,217,0.2,A,38.396569,-120.476353,CA
5424,2005-08-06,2005,218,0.1,A,45.60416667,-114.20361111,MT
5425,2005-08-06,2005,218,0.1,A,48.1144,-105.1997,MT
5426,2005-08-07,2005,219,0.1,A,46.99446001,-122.87840001,WA
5427,2005-08-08,2005,220,0.1,A,45.72027778,-117.27083333,OR
5428,2005-08-08,2005,220,18.0,C,45.1783,-100.6929,SD
5429,2005-08-08,2005,220,5.0,B,32.70178001,-95.23307998,TX
5430,2005-08-08,2005,220,36.0,C,39.84888888,-122.225,CA
5431,2005-08-09,2005,221,1.0,B,38.36388888,-122.86111111,CA
5432,2005-08-10,2005,222,5.0,B,45.55277778,-115.54472222,ID
5433,2005-08-10,2005,222,0.1,A,48.63090999,-119.75809999,WA
5434,2005-08-10,2005,222,0.1,A,42.05411644,-79.15344282,NY
5435,2005-08-11,2005,223,0.24,A,38.7725,-120.64111111,CA
5436,2005-08-11,2005,223,0.3,B,41.0862,-123.7039,CA
5437,2005-08-12,2005,224,0.1,A,47.69555556,-115.80277778,ID
5438,2005-08-12,2005,224,0.2,A,46.38748869,-86.22421329,MI
5439,2005-08-12,2005,224,40.0,C,47.57478,-117.36080001,WA
5440,2005-08-12,2005,224,1.0,B,34.20217,-95.24949999,OK
5441,2005-08-13,2005,225,1.0,B,32.11000001,-94.56582998,TX
5442,2005-08-13,2005,225,1.0,B,30.19908,-98.10801998,TX
5443,2005-08-13,2005,225,0.1,A,42.01267886,-76.21059658,NY
5444,2005-08-14,2005,226,1.0,B,32.81073001,-95.45988998,TX
5445,2005-08-15,2005,227,0.5,B,42.49454498,-76.73587729,NY
5446,2005-08-15,2005,227,10.0,C,34.55829997,-94.80760002,OK
5447,2005-08-16,2005,228,0.1,A,33.495639,-86.191801,AL
5448,2005-08-18,2005,230,0.01,A,44.6,-123.46666,OR
5449,2005-08-18,2005,230,0.1,A,40.0296,-116.0559,NV
5450,2005-08-19,2005,231,0.1,A,38.41111111,-122.21694444,CA
5451,2005-08-22,2005,234,262.7,D,45.73166667,-114.58555556,ID
5452,2005-08-23,2005,235,0.5,B,38.7425,-112.13416667,UT
5453,2005-08-24,2005,236,0.1,A,33.88316999,-94.73749999,OK
5454,2005-08-26,2005,238,2.0,B,46.8173143,-102.54177463,ND
5455,2005-08-26,2005,238,0.3,B,34.98468,-79.75176,NC
5456,2005-08-27,2005,239,0.1,A,41.31506948,-74.20121166,NY
5457,2005-08-27,2005,239,2.0,B,32.17308998,-96.33212999,TX
5458,2005-08-28,2005,240,0.1,A,42.9309073,-76.5637101,NY
5459,2005-08-30,2005,242,20.0,C,45.5622,-101.9976,SD
5460,2005-08-30,2005,242,0.8,B,47.62944444,-115.64222222,MT
5461,2005-08-30,2005,242,0.1,A,40.78404891,-73.25210349,NY
5462,2005-08-30,2005,242,0.1,A,47.59111111,-113.91722222,MT
5463,2005-09-01,2005,244,4.0,B,34.42417,-95.24184,OK
5464,2005-09-03,2005,246,0.3,B,45.55083333,-110.16638889,MT
5465,2005-09-03,2005,246,0.2,A,40.77193427,-72.9952982,NY
5466,2005-09-03,2005,246,0.2,A,45.1011,-108.3878,MT
5467,2005-09-03,2005,246,2.0,B,32.58679001,-96.13326,TX
5468,2005-09-05,2005,248,2.0,B,34.41202999,-92.81965999,AR
5469,2005-09-05,2005,248,0.15,A,44.22483675,-89.34414514,WI
5470,2005-09-05,2005,248,0.1,A,42.6376632,-75.62544931,NY
5471,2005-09-06,2005,249,1.0,B,31.2081,-89.2533,MS
5472,2005-09-07,2005,250,0.1,A,43.2433,-100.8403,SD
5473,2005-09-07,2005,250,0.25,A,39.96766001,-74.52211002,NJ
5474,2005-09-08,2005,251,6.0,B,31.0403,-88.8003,MS
5475,2005-09-08,2005,251,0.2,A,48.6058,-113.2429,MT
5476,2005-09-09,2005,252,2.0,B,34.46666999,-79.99999999,SC
5477,2005-09-09,2005,252,1.1,B,34.68879999,-95.4712,OK
5478,2005-09-09,2005,252,160.0,D,43.1461,-112.265,ID
5479,2005-09-10,2005,253,1.0,B,48.32804061,-102.36746233,ND
5480,2005-09-10,2005,253,0.01,A,46.13666,-123.94133,OR
5481,2005-09-10,2005,253,0.1,A,37.415,-119.63361111,CA
5482,2005-09-11,2005,254,0.12,A,34.01717781,-83.12957134,GA
5483,2005-09-12,2005,255,21.0,C,31.42111111,-92.3825,LA
5484,2005-09-12,2005,255,0.3,B,34.65844,-78.62823,NC
5485,2005-09-12,2005,255,3.0,B,30.91313627,-92.68864746,LA
5486,2005-09-14,2005,257,0.1,A,35.15535,-83.30647,NC
5487,2005-09-15,2005,258,1.79,B,45.70363987,-87.86762446,WI
5488,2005-09-16,2005,259,55.0,C,33.13655,-86.995236,AL
5489,2005-09-16,2005,259,0.49,B,31.77569882,-82.97034361,GA
5490,2005-09-16,2005,259,1.0,B,35.34867,-82.11595,NC
5491,2005-09-17,2005,260,87.0,C,37.77888889,-120.15555556,CA
5492,2005-09-18,2005,261,0.1,A,42.86,-122.615,OR
5493,2005-09-18,2005,261,0.1,A,40.8233,-115.7467,NV
5494,2005-09-18,2005,261,0.3,B,44.24916667,-121.49333333,OR
5495,2005-09-18,2005,261,3.25,B,34.27229817,-84.77179237,GA
5496,2005-09-19,2005,262,0.1,A,33.79583333,-116.63666667,CA
5497,2005-09-19,2005,262,1.0,B,31.49110999,-93.80054999,TX
5498,2005-09-19,2005,262,0.1,A,43.2417,-100.8378,SD
5499,2005-09-20,2005,263,2.7,B,46.90599998,-113.92450001,MT
5500,2005-09-20,2005,263,2.0,B,34.29935002,-92.14042997,AR
5501,2005-09-20,2005,263,7.8,B,30.85884043,-83.2074288,GA
5502,2005-09-21,2005,264,0.1,A,39.23611111,-120.91694444,CA
5503,2005-09-21,2005,264,2.0,B,32.36639001,-95.54639001,TX
5504,2005-09-22,2005,265,23.0,C,47.42245999,-116.85509999,ID
5505,2005-09-23,2005,266,0.1,A,42.38157099,-75.84746901,NY
5506,2005-09-23,2005,266,0.25,A,31.14067499,-92.75685172,LA
5507,2005-09-25,2005,268,1.0,B,37.64167001,-78.85667001,VA
5508,2005-10-01,2005,274,0.9,B,39.78,-120.58888889,CA
5509,2005-10-01,2005,274,40.0,C,33.11101998,-98.08461998,TX
5510,2005-10-02,2005,275,1.0,B,33.33645998,-96.77284998,TX
5511,2005-10-02,2005,275,0.1,A,40.57044901,-74.10973148,NY
5512,2005-10-02,2005,275,2.0,B,32.82460998,-81.16333001,SC
5513,2005-10-02,2005,275,0.1,A,34.94989997,-95.37490001,OK
5514,2005-10-02,2005,275,17.0,C,33.27617002,-98.16966999,TX
5515,2005-10-04,2005,277,5.0,B,37.94082999,-76.50249998,VA
5516,2005-10-04,2005,277,0.1,A,41.09742831,-73.95172453,NY
5517,2005-10-07,2005,280,7.0,B,37.15583,-77.34084002,VA
5518,2005-10-11,2005,284,0.1,A,41.0637,-123.6748,CA
5519,2005-10-15,2005,288,0.5,B,38.37,-97.68,KS
5520,2005-10-15,2005,288,10.0,C,31.065,-89.9136,MS
5521,2005-10-15,2005,288,4.0,B,32.40860982,-93.25246097,LA
5522,2005-10-16,2005,289,186.0,D,33.51041001,-96.10542,TX
5523,2005-10-16,2005,289,1.0,B,30.9283,-89.5258,MS
5524,2005-10-17,2005,290,0.1,A,43.3,-122.05638889,OR
5525,2005-10-18,2005,291,4.0,B,30.4881,-89.7056,MS
5526,2005-10-19,2005,292,1.0,B,40.44051,-74.99865,NJ
5527,2005-10-20,2005,293,13.14,C,34.31080503,-85.38850901,GA
5528,2005-10-22,2005,295,1.0,B,34.61332999,-93.07654998,AR
5529,2005-10-23,2005,296,2.0,B,32.52306001,-95.18111,TX
5530,2005-10-23,2005,296,0.3,B,45.1758,-101.066,SD
5531,2005-10-26,2005,299,2.0,B,31.3333,-89.7081,MS
5532,2005-10-29,2005,302,4.0,B,33.4872,-89.9381,MS
5533,2005-10-29,2005,302,2.0,B,33.12394997,-94.38911001,TX
5534,2005-10-30,2005,303,2.5,B,32.07388889,-89.59638889,MS
5535,2005-10-30,2005,303,1.4,B,44.9963441,-84.79480883,MI
5536,2005-10-31,2005,304,2.0,B,35.3483333,-86.5266667,TN
5537,2005-10-31,2005,304,0.1,A,42.62185633,-77.16523595,NY
5538,2005-11-01,2005,305,46.0,C,34.9575,-98.5717,OK
5539,2005-11-03,2005,307,3.0,B,30.53071607,-90.60934909,LA
5540,2005-11-04,2005,308,0.3,B,35.33938,-81.70484,NC
5541,2005-11-07,2005,311,1.0,B,35.7883333,-87.32,TN
5542,2005-11-09,2005,313,0.5,B,31.79532159,-82.05452673,GA
5543,2005-11-10,2005,314,0.22,A,34.26421472,-83.7508467,GA
5544,2005-11-10,2005,314,0.5,B,34.7178,-95.38359999,OK
5545,2005-11-10,2005,314,0.2,A,32.721952,-87.294254,AL
5546,2005-11-11,2005,315,0.26,B,31.53825284,-82.83233043,GA
5547,2005-11-11,2005,315,2.0,B,34.6322,-88.4369,MS
5548,2005-11-12,2005,316,15.0,C,30.15583001,-93.97472002,TX
5549,2005-11-12,2005,316,283.0,D,37.61631522,-82.08953514,WV
5550,2005-11-12,2005,316,40.0,C,36.51,-85.0916667,TN
5551,2005-11-12,2005,316,0.25,A,30.77822491,-92.42951273,LA
5552,2005-11-12,2005,316,25.0,C,36.76334001,-88.24117997,KY
5553,2005-11-12,2005,316,3.5,B,35.4383333,-88.7316667,TN
5554,2005-11-12,2005,316,1.5,B,37.07388889,-90.49694444,MO
5555,2005-11-13,2005,317,0.1,A,40.59124087,-74.08276387,NY
5556,2005-11-13,2005,317,1.0,B,31.9278,-89.4358,MS
5557,2005-11-13,2005,317,4.5,B,35.59,-85.3366667,TN
5558,2005-11-14,2005,318,20.0,C,33.94250001,-94.70817,OK
5559,2005-11-14,2005,318,0.5,B,32.511158,-86.461438,AL
5560,2005-11-14,2005,318,0.94,B,31.6613219,-83.08085566,GA
5561,2005-11-15,2005,319,5.0,B,32.64519001,-97.8984,TX
5562,2005-11-16,2005,320,22.0,C,31.00000002,-94.28194,TX
5563,2005-11-17,2005,321,14.3,C,30.45694999,-82.70943997,FL
5564,2005-11-17,2005,321,1.0,B,35.35368,-79.78655,NC
5565,2005-11-17,2005,321,128.0,D,33.08571997,-98.37806001,TX
5566,2005-11-18,2005,322,0.4,B,30.96639656,-83.88757013,GA
5567,2005-11-21,2005,325,0.1,A,34.61616998,-95.21716,OK
5568,2005-11-23,2005,327,1.0,B,32.69766998,-95.46172,TX
5569,2005-11-23,2005,327,2.5,B,32.348074,-87.160003,AL
5570,2005-11-24,2005,328,0.2,A,34.3,-81.26666998,SC
5571,2005-11-25,2005,329,10.0,C,36.3916667,-82.6083333,TN
5572,2005-11-26,2005,330,1.0,B,30.50179969,-90.63385433,LA
5573,2005-11-26,2005,330,0.5,B,34.829369990000004,-82.51974998,SC
5574,2005-11-26,2005,330,8.0,B,34.18166997,-94.77817002,OK
5575,2005-11-28,2005,332,1.0,B,37.89452998,-83.93359001,KY
5576,2005-11-28,2005,332,50.0,C,37.33858998,-82.74729998,KY
5577,2005-12-02,2005,336,5.0,B,30.9042,-89.3681,MS
5578,2005-12-05,2005,339,1.0,B,31.52969922,-92.63257129,LA
5579,2005-12-07,2005,341,1.0,B,32.70037998,-95.48207998,TX
5580,2005-12-09,2005,343,10.0,C,37.79,-120.38194444,CA
5581,2005-12-10,2005,344,1.0,B,17.970869,-66.368584,PR
5582,2005-12-12,2005,346,4.0,B,35.45210001,-91.59079997,AR
5583,2005-12-12,2005,346,0.1,A,38.475,-120.53,CA
5584,2005-12-15,2005,349,0.1,A,33.725,-117.292858,CA
5585,2005-12-18,2005,352,2.0,B,45.44333,-123.91666,OR
5586,2005-12-20,2005,354,1.0,B,36.6233333,-86.2016667,TN
5587,2005-12-22,2005,356,2.5,B,31.969386,-87.322961,AL
5588,2005-12-23,2005,357,100.0,D,32.02626997,-96.39731,TX
5589,2005-12-23,2005,357,25.0,C,32.89267364,-92.49398413,LA
5590,2005-12-25,2005,359,1.0,B,30.73738998,-93.87751998,TX
5591,2005-12-26,2005,360,10.0,C,33.11962,-96.27887,TX
5592,2005-12-26,2005,360,1.0,B,31.1481,-90.8169,MS
5593,2005-12-26,2005,360,20.0,C,32.74250002,-94.71610998,TX
5594,2005-12-27,2005,361,1.0,B,31.98974,-102.03050002,TX
5595,2005-12-27,2005,361,18.0,C,31.74520113,-92.84276736,LA
5596,2005-12-28,2005,362,1.0,B,32.92467001,-95.44904998,TX
5597,2005-12-28,2005,362,10.0,C,35.70995999,-93.34250999,AR
5598,2005-12-28,2005,362,2.0,B,31.85499997,-95.78786,TX
5599,2005-12-28,2005,362,160.0,D,34.91094999,-95.54269,OK
5600,2005-12-28,2005,362,1.0,B,28.69798,-97.8507,TX
5601,2005-12-29,2005,363,2.0,B,18.360287,-67.23719,PR
5602,2005-12-29,2005,363,1.8,B,31.59927521,-82.46018864,GA
5603,2005-12-31,2005,365,0.1,A,19.1974716,-155.4776611,HI
5604,2005-12-31,2005,365,0.1,A,20.0403481,-155.7182007,HI
5605,2006-01-01,2006,1,376.0,E,33.30965001,-98.41518998,TX
5606,2006-01-01,2006,1,0.1,A,19.687788,-155.1826935,HI
5607,2006-01-01,2006,1,1.0,B,33.81210001,-95.40295,TX
5608,2006-01-02,2006,2,10.0,C,32.36876332,-92.44781471,LA
5609,2006-01-02,2006,2,0.1,A,33.47305556,-111.46722222,AZ
5610,2006-01-02,2006,2,1.0,B,33.13920001,-92.00148,AR
5611,2006-01-03,2006,3,35.0,C,28.69250001,-82.30166998,FL
5612,2006-01-03,2006,3,5.0,B,35.2,-88.96832998,TN
5613,2006-01-03,2006,3,2.0,B,29.03542001,-98.61634999,TX
5614,2006-01-04,2006,4,10.0,C,33.991865,-86.648231,AL
5615,2006-01-04,2006,4,0.09,A,31.18087056,-83.48165453,GA
5616,2006-01-04,2006,4,1.0,B,32.77653999,-97.79062999,TX
5617,2006-01-04,2006,4,35.0,C,31.04333333,-94.28555556,TX
5618,2006-01-05,2006,5,0.5,B,35.33332999,-88.16666001,TN
5619,2006-01-05,2006,5,1.0,B,27.77800002,-97.91700001,TX
5620,2006-01-07,2006,7,1.0,B,30.84151426,-90.69796523,LA
5621,2006-01-07,2006,7,2.0,B,32.64247001,-97.83173,TX
5622,2006-01-07,2006,7,12.0,C,35.90332998,-88.4,TN
5623,2006-01-07,2006,7,1.0,B,30.70193997,-94.83806001,TX
5624,2006-01-07,2006,7,2.0,B,32.87444999,-96.32338998,TX
5625,2006-01-08,2006,8,1.0,B,33.05042997,-94.73626998,TX
5626,2006-01-08,2006,8,3.0,B,30.8419,-89.5756,MS
5627,2006-01-08,2006,8,2.0,B,30.9822,-88.7264,MS
5628,2006-01-08,2006,8,0.1,A,36.24796002,-81.49196998,NC
5629,2006-01-08,2006,8,0.1,A,35.80332998,-87.37166998,TN
5630,2006-01-08,2006,8,2.0,B,30.52112999,-97.60647998,TX
5631,2006-01-09,2006,9,11.0,C,33.8681,-96.2317,OK
5632,2006-01-09,2006,9,0.5,B,21.3896427,-157.9944,HI
5633,2006-01-09,2006,9,1.0,B,33.31299999,-96.37128,TX
5634,2006-01-09,2006,9,5.0,B,34.52875717,-94.73873158,OK
5635,2006-01-10,2006,10,10.0,C,30.195981,-93.64047963,LA
5636,2006-01-11,2006,11,23.1,C,30.98238405,-83.076581,GA
5637,2006-01-11,2006,11,1.5,B,34.86416,-79.38444999,NC
5638,2006-01-12,2006,12,5.0,B,34.5294,-94.6717,OK
5639,2006-01-14,2006,14,25.0,C,36.4267,-96.3714,OK
5640,2006-01-15,2006,15,162.0,D,37.899722,-92.799722,MO
5641,2006-01-16,2006,16,12.0,C,37.89592,-83.02329001,KY
5642,2006-01-16,2006,16,8.0,B,31.3342,-89.5797,MS
5643,2006-01-17,2006,17,0.1,A,21.4036331,-157.7521057,HI
5644,2006-01-17,2006,17,7.0,B,30.32715,-97.50715999,TX
5645,2006-01-17,2006,17,1.0,B,18.403494,-67.081078,PR
5646,2006-01-17,2006,17,1.0,B,18.374231,-67.209236,PR
5647,2006-01-18,2006,18,0.1,A,41.665,-122.965,CA
5648,2006-01-18,2006,18,0.5,B,33.2928,-112.1768,AZ
5649,2006-01-19,2006,19,0.3,B,33.11002002,-80.15523999,SC
5650,2006-01-20,2006,20,9.0,B,35.24332999,-88.72334,TN
5651,2006-01-20,2006,20,0.07,A,32.58722469,-84.09232682,GA
5652,2006-01-25,2006,25,0.1,A,32.6875646,-83.49370395,GA
5653,2006-01-26,2006,26,0.5,B,18.333139,-67.144089,PR
5654,2006-01-26,2006,26,1.0,B,31.55723002,-97.11897001,TX
5655,2006-01-26,2006,26,1.0,B,18.118181,-66.541115,PR
5656,2006-01-27,2006,27,1.0,B,30.35667001,-81.94389,FL
